coordinateUncertaintyInMeters,day,month,year,decade,order_enc,family_enc,taxonRank_enc,basisOfRecord_enc,season_enc,lat_grid,lon_grid,species_richness,decimalLatitude,decimalLongitude,insect_sighting_density
203.0,26,9,2020,2020,4,26,2,0,3,17.5,73.5,183,17.54262,73.484811,73.25985983209219
31.0,25,10,2025,2020,4,40,3,0,3,17.6,73.8,97,17.604238,73.849168,42.77742542152915
31.0,19,9,2020,2020,4,39,2,0,3,17.6,73.8,97,17.602012,73.836078,61.99742542152915
203.0,12,7,2020,2020,4,31,3,0,2,17.4,73.8,41,17.388184,73.754103,24.415843011943263
203.0,7,7,1973,1970,4,52,2,0,2,17.6,73.5,172,17.568524,73.49202,55.260643011943266
203.0,30,11,2020,2020,6,29,2,0,3,17.6,73.8,97,17.586476,73.849168,66.0198598320922
206.0,28,9,2024,2020,4,39,2,0,3,17.7,73.8,93,17.736666,73.823934,39.63898414225377
8.0,8,9,2014,2010,4,39,2,0,3,17.4,73.7,69,17.373156,73.696761,20.87065105435902
204.0,25,12,2026,2020,4,26,2,0,0,17.5,73.5,183,17.542005,73.490566,52.419566062352956
122.0,20,7,2011,2010,4,39,2,0,2,17.7,73.8,93,17.706241,73.831351,35.294476727448505
203.0,20,9,2022,2020,4,39,2,0,3,17.5,73.5,183,17.538588,73.525417,76.7998598320922
203.0,24,11,2022,2020,4,37,2,0,3,17.6,73.5,172,17.550414,73.504061,97.2798598320922
8.0,24,11,2021,2020,4,39,2,0,3,17.6,73.8,97,17.613937,73.837253,43.43065105435902
205.0,1,3,2020,2020,4,39,2,0,1,17.7,73.8,93,17.736172,73.805576,33.69927417287925
244.0,5,11,2022,2020,4,48,2,0,3,17.7,73.8,93,17.72459,73.804541,55.32915931074808
203.0,27,3,2020,2020,1,13,2,1,1,17.5,73.5,183,17.521144,73.530553,66.0798598320922
209.0,7,2,2022,2020,4,39,2,0,0,17.8,73.7,31,17.770277,73.738478,11.458124994477402
150.0,22,7,2020,2020,4,39,2,0,2,17.7,73.8,93,17.742825,73.834754,119.77151347733479
263.0,23,7,2022,2020,0,5,2,0,2,17.7,73.8,93,17.71978,73.822691,141.25996228782154
209.0,21,11,2022,2020,4,39,2,0,3,17.8,73.7,31,17.76218,73.749069,13.138124994477401
204.0,24,12,2010,2010,4,19,1,0,0,17.5,73.5,183,17.546962,73.51047,54.639566062352955
203.0,2,6,2024,2020,4,26,2,0,2,17.6,73.5,172,17.554427,73.508917,57.94864301194326
203.0,21,7,2021,2020,4,19,2,0,2,17.6,73.5,172,17.56839,73.505222,195.17104301194328
203.0,18,7,2023,2020,6,29,2,0,2,17.6,73.8,97,17.594696,73.834077,81.46864301194327
2426.0,23,7,2022,2020,4,27,3,0,2,17.6,73.8,97,17.630535,73.846796,192.07204865994095
203.0,4,11,2025,2020,4,19,1,0,3,17.6,73.5,172,17.551263,73.523056,64.2398598320922
3152.0,19,7,2019,2010,3,2,3,0,2,17.7,73.8,93,17.700639,73.811157,38.018416193824116
993.0,25,7,2020,2020,4,39,2,0,2,17.7,73.8,93,17.711508,73.841046,119.6649783594797
204.0,22,10,2022,2020,4,19,1,0,3,17.6,73.5,172,17.571962,73.523448,102.77956606235296
31.0,23,10,2014,2010,4,31,3,0,3,17.6,73.8,97,17.595166,73.846465,31.337425421529154
203.0,30,9,2019,2010,4,39,2,0,3,17.4,73.7,69,17.386377,73.687557,20.499859832092195
203.0,19,9,2022,2020,4,19,2,0,3,17.6,73.5,172,17.570335,73.510221,104.81985983209219
203.0,26,7,2022,2020,4,19,2,0,2,17.5,73.5,183,17.541275,73.493976,187.03984301194328
203.0,29,7,2023,2020,4,19,2,2,2,17.4,73.7,69,17.387156,73.659884,33.398243011943265
15.0,26,7,2015,2010,7,55,2,0,2,17.4,73.7,69,17.377061,73.735199,28.219708094018834
203.0,13,7,2020,2020,4,19,1,0,2,17.6,73.5,172,17.578112,73.515973,306.8798430119433
206.0,28,10,2022,2020,4,31,2,0,3,17.7,73.8,93,17.733933,73.811919,50.53898414225377
3152.0,10,7,2019,2010,0,5,2,0,2,17.7,73.8,93,17.719698,73.823876,38.018416193824116
203.0,24,10,2020,2020,4,59,2,0,3,17.5,73.5,183,17.538896,73.510677,74.9398598320922
203.0,27,11,2020,2020,4,19,2,0,3,17.5,73.5,183,17.546069,73.512307,67.67985983209219
3152.0,23,7,2022,2020,3,2,2,0,2,17.7,73.8,93,17.720409,73.803928,141.14801619382413
203.0,31,7,2012,2010,4,12,2,0,2,17.6,73.5,172,17.553886,73.503287,65.09424301194326
203.0,31,7,2025,2020,4,12,2,0,2,17.6,73.5,172,17.575668,73.491753,148.84784301194327
993.0,11,3,2022,2020,0,5,2,0,1,17.7,73.8,93,17.73142,73.813579,37.70373067810686
298.0,18,5,2020,2020,4,39,2,0,1,17.7,73.7,21,17.661235,73.680575,7.038185241575807
191.0,31,9,2025,2020,4,39,2,0,3,17.4,73.7,69,17.412458,73.736431,25.38354003595887
2426.0,18,10,2024,2020,4,27,2,0,3,17.6,73.8,97,17.646722,73.821505,36.572900589232994
4.0,31,6,2023,2020,7,47,2,0,2,17.4,73.7,69,17.386666,73.740035,23.564506900490542
191.0,13,7,2022,2020,4,40,2,0,2,17.4,73.7,69,17.408178,73.749008,71.32556484027396
5091.0,26,11,2022,2020,6,6,2,0,3,17.6,73.8,97,17.619844,73.838465,68.0116930035584
3152.0,13,7,2022,2020,0,5,2,0,2,17.7,73.8,93,17.704934,73.826942,141.14801619382413
203.0,26,7,2025,2020,4,56,2,0,2,17.6,73.5,172,17.574159,73.505491,148.84784301194327
203.0,4,7,2022,2020,4,59,2,0,2,17.5,73.5,183,17.542599,73.521409,187.03984301194328
203.0,25,7,2020,2020,6,10,2,0,2,17.7,73.8,93,17.742089,73.818497,119.75024301194327
203.0,3,7,2025,2020,4,36,2,0,2,17.6,73.5,172,17.570011,73.485117,148.84784301194327
203.0,20,7,2020,2020,4,12,2,0,2,17.6,73.5,172,17.563323,73.521008,306.8798430119433
993.0,24,12,2023,2020,4,26,2,0,0,17.7,73.8,93,17.720652,73.838015,37.62373067810686
5091.0,16,7,2023,2020,6,29,2,0,2,17.6,73.8,97,17.607791,73.849168,81.32509616398544
37.0,28,4,2025,2020,0,49,2,0,1,17.7,73.8,93,17.71328,73.820953,28.157510600847058
203.0,20,7,2025,2020,4,52,2,0,2,17.5,73.5,183,17.54732,73.502602,101.00144301194327
5091.0,18,7,2022,2020,6,29,2,0,2,17.6,73.8,97,17.593893,73.847074,192.0482961639854
2426.0,4,7,2022,2020,4,31,2,0,2,17.6,73.8,97,17.631617,73.843853,192.07204865994095
993.0,4,9,2021,2020,4,27,2,0,3,17.7,73.8,93,17.718507,73.824242,33.00373067810686
207.0,27,5,2021,2020,4,40,2,0,1,17.3,73.7,9,17.303059,73.67551,3.6986959494077096
203.0,29,7,2013,2010,4,26,2,0,2,17.6,73.5,172,17.574009,73.486812,66.28144301194327
203.0,13,4,2021,2020,4,19,2,0,1,17.6,73.5,172,17.553654,73.489532,52.979859832092195
209.0,26,7,2025,2020,4,39,2,0,2,17.8,73.7,31,17.766974,73.73216,15.812299993814692
203.0,10,10,2021,2020,4,26,2,0,3,17.6,73.5,172,17.555085,73.499194,70.87985983209221
31.0,23,7,2025,2020,4,39,3,0,2,17.6,73.8,97,17.593957,73.849168,87.40191647211267
203.0,29,1,2022,2020,4,48,2,0,0,17.4,73.7,69,17.402608,73.657326,20.499859832092195
205.0,30,2,2021,2020,4,39,2,0,0,17.7,73.8,93,17.723627,73.811698,31.659274172879254
31.0,19,4,2020,2020,4,31,3,0,1,17.6,73.8,97,17.577195,73.829648,35.41742542152915
261.0,16,12,2022,2020,4,31,3,0,0,17.6,73.8,97,17.614287,73.847994,64.6653888736539
229.0,27,7,2022,2020,4,39,2,0,2,17.8,73.7,31,17.770277,73.746785,24.743915825919455
203.0,20,7,2020,2020,4,37,2,0,2,17.6,73.5,172,17.567639,73.50577,306.8798430119433
203.0,14,10,2022,2020,4,36,2,0,3,17.6,73.5,172,17.573461,73.522559,102.7798598320922
203.0,22,12,2008,2000,4,26,2,0,0,17.6,73.5,172,17.574969,73.5243,51.559859832092194
204.0,29,12,2022,2020,4,12,2,0,0,17.6,73.5,172,17.551075,73.517024,100.11956606235296
4.0,24,9,2025,2020,4,31,2,0,3,17.6,73.8,97,17.60279,73.849168,44.39973830400942
203.0,31,3,2014,2010,4,12,2,0,1,17.6,73.5,172,17.563091,73.499111,50.939859832092196
203.0,12,7,2022,2020,6,29,2,0,2,17.6,73.8,97,17.593789,73.849168,192.19184301194323
31.0,27,7,2024,2020,4,39,2,0,2,17.6,73.8,97,17.579947,73.841076,71.52031647211265
204.0,12,12,2021,2020,0,16,2,0,0,17.5,73.5,183,17.542131,73.514902,62.89956606235296
203.0,15,6,2022,2020,4,26,2,0,2,17.6,73.5,172,17.56507,73.491358,64.39984301194328
4157.0,31,1,2022,2020,4,39,2,0,0,17.6,73.8,97,17.604001,73.81587,34.517157842049436
206.0,1,12,2021,2020,4,31,2,0,0,17.7,73.8,93,17.736127,73.800462,38.758984142253766
203.0,25,9,2025,2020,4,12,2,0,3,17.6,73.5,172,17.551348,73.508843,60.4198598320922
203.0,29,7,2022,2020,4,19,2,0,2,17.5,73.5,183,17.546907,73.512027,187.03984301194328
204.0,29,7,2019,2010,4,19,2,0,2,17.6,73.5,172,17.55572,73.483662,81.66991398983532
645.0,24,10,2021,2020,0,45,1,0,3,17.7,73.8,93,17.727562,73.819345,39.32125075753737
204.0,23,9,2021,2020,4,19,2,0,3,17.6,73.5,172,17.574338,73.498603,70.69956606235296
31.0,31,11,2018,2010,4,31,2,0,3,17.6,73.8,97,17.606062,73.849168,28.497425421529154
203.0,19,7,2015,2010,4,19,1,0,2,17.6,73.5,172,17.575339,73.486041,80.48304301194327
2104.0,31,5,2023,2020,4,39,2,0,1,17.7,73.5,2,17.65677,73.455911,1.6373902422234874
203.0,12,11,2021,2020,6,29,2,0,3,17.6,73.8,97,17.614309,73.849168,43.059859832092194
204.0,29,11,2020,2020,4,19,2,0,3,17.6,73.5,172,17.556195,73.507194,83.63956606235296
2426.0,21,7,2022,2020,4,19,2,0,2,17.6,73.8,97,17.609605,73.846328,192.07204865994095
889.0,19,7,2012,2010,4,19,2,0,2,17.4,73.8,41,17.438332,73.839978,14.098603670202369
263.0,23,7,2023,2020,0,5,2,0,2,17.7,73.8,93,17.731729,73.831062,64.24876228782153
203.0,19,7,2021,2020,4,52,2,0,2,17.5,73.5,183,17.549004,73.49706,116.39024301194327
31.0,13,6,2009,2000,4,31,2,0,2,17.6,73.8,97,17.577867,73.842934,31.917116472112657
2070.0,13,12,2023,2020,3,2,3,0,0,17.4,73.7,69,17.445625,73.682566,22.617913297134358
203.0,20,12,2012,2010,4,26,2,0,0,17.5,73.5,183,17.546514,73.488786,52.41985983209219
5091.0,24,10,2012,2010,4,31,2,0,3,17.6,73.8,97,17.621472,73.849168,29.63169300355841
203.0,22,12,2025,2020,4,19,1,0,0,17.6,73.5,172,17.569131,73.484948,65.6598598320922
31.0,22,7,2020,2020,4,43,3,0,2,17.6,73.8,97,17.603763,73.842707,183.74431647211267
2.0,31,10,2024,2020,4,31,3,0,3,17.6,73.8,97,17.605388,73.829495,37.44361285929722
31.0,17,1,2025,2020,4,31,3,0,0,17.6,73.8,97,17.584328,73.849168,29.917425421529153
203.0,28,7,2020,2020,4,52,2,0,2,17.6,73.5,172,17.564554,73.516412,306.8798430119433
5091.0,9,11,2022,2020,4,40,3,0,3,17.6,73.8,97,17.590565,73.829109,68.0116930035584
203.0,28,7,2022,2020,4,12,2,0,2,17.6,73.5,172,17.576205,73.491036,436.84464301194333
261.0,17,11,2019,2010,4,39,3,0,3,17.6,73.8,97,17.587798,73.839868,31.785388873653893
993.0,19,9,2023,2020,4,31,2,0,3,17.7,73.8,93,17.711038,73.813948,32.64373067810686
5091.0,10,10,2021,2020,6,29,2,0,3,17.6,73.8,97,17.611544,73.843116,46.83169300355841
261.0,29,7,2023,2020,4,31,3,0,2,17.6,73.8,97,17.601984,73.849168,81.45243553849238
263.0,24,7,2022,2020,0,5,2,0,2,17.7,73.8,93,17.73417,73.797135,141.25996228782154
993.0,4,7,2021,2020,4,39,2,0,2,17.7,73.8,93,17.728051,73.826398,83.9369783594797
203.0,19,12,2017,2010,4,19,2,0,0,17.5,73.5,183,17.545119,73.502753,53.2198598320922
204.0,6,7,2022,2020,4,19,2,0,2,17.6,73.5,172,17.564508,73.494742,436.8443139898354
203.0,24,4,2021,2020,4,12,2,0,1,17.5,73.5,183,17.549521,73.495625,54.63985983209219
15.0,21,4,2019,2010,7,55,2,0,1,17.4,73.7,69,17.37877,73.745655,20.756167941088243
261.0,5,7,2019,2010,4,31,2,0,2,17.6,73.8,97,17.582213,73.849168,59.724435538492365
203.0,28,7,2020,2020,4,26,2,0,2,17.6,73.5,172,17.551992,73.516998,306.8798430119433
204.0,28,7,2022,2020,4,52,2,0,2,17.6,73.5,172,17.550825,73.499731,436.8443139898354
203.0,18,7,2022,2020,8,42,4,2,2,17.7,73.8,93,17.718967,73.827968,141.27664301194326
994.0,12,9,2019,2010,4,39,2,0,3,17.7,73.8,93,17.708448,73.83946,38.06369203197204
203.0,24,9,2023,2020,4,12,2,0,3,17.5,73.5,183,17.546417,73.518538,59.519859832092195
203.0,17,7,2021,2020,4,19,1,0,2,17.6,73.5,172,17.560367,73.521286,195.17104301194328
1395.0,4,7,2020,2020,0,5,2,0,2,17.7,73.8,93,17.715828,73.797343,119.65095951137127
244.0,23,2,2022,2020,4,48,2,0,0,17.7,73.8,93,17.724218,73.83236,29.609159310748083
203.0,5,7,2006,2000,4,12,2,0,2,17.6,73.5,172,17.576497,73.517125,56.85104301194327
203.0,26,11,2022,2020,4,26,2,0,3,17.6,73.5,172,17.555769,73.516277,97.2798598320922
2426.0,23,2,2020,2020,4,27,2,0,0,17.6,73.8,97,17.64375,73.839787,36.392900589232994
203.0,21,7,2021,2020,4,12,2,0,2,17.5,73.5,183,17.54263,73.523816,116.39024301194327
203.0,19,7,2025,2020,4,31,3,0,2,17.4,73.7,69,17.384163,73.737263,40.85744301194326
31.0,23,7,2020,2020,4,31,3,0,2,17.6,73.8,97,17.6054,73.849168,183.74431647211267
993.0,13,7,2020,2020,4,19,2,0,2,17.7,73.8,93,17.731272,73.831668,119.6649783594797
203.0,18,7,2010,2010,4,12,2,0,2,17.6,73.5,172,17.572419,73.513769,60.92784301194327
203.0,17,3,2020,2020,4,12,2,0,1,17.5,73.5,183,17.54097,73.514544,66.0798598320922
4.0,23,10,2022,2020,4,31,3,0,3,17.6,73.8,97,17.609478,73.830977,63.43973830400942
203.0,25,7,2020,2020,4,19,2,0,2,17.6,73.5,172,17.553759,73.498447,306.8798430119433
63.0,13,12,2015,2010,0,49,2,0,0,17.7,73.8,93,17.720717,73.814727,31.305216978407863
889.0,28,10,2023,2020,4,19,2,0,3,17.4,73.8,41,17.441911,73.846207,12.588038991252114
993.0,22,7,2025,2020,4,31,2,0,2,17.7,73.8,93,17.740672,73.832366,72.02017835947969
30748.0,27,10,2020,2020,6,29,2,0,3,17.3,73.7,9,17.317675,73.682831,4.951759485032333
204.0,10,12,2017,2010,4,26,2,0,0,17.6,73.5,172,17.570655,73.515069,53.15956606235296
993.0,19,12,2021,2020,0,5,2,0,0,17.7,73.8,93,17.728946,73.824767,38.683730678106855
217.0,28,7,2014,2010,4,48,2,0,2,17.4,73.7,69,17.399516,73.664093,28.82421998256159
203.0,4,7,2020,2020,4,19,2,0,2,17.6,73.5,172,17.567166,73.509903,306.8798430119433
4.0,24,8,2015,2010,7,47,2,0,2,17.4,73.8,41,17.402564,73.752308,14.783706900490543
366.0,16,12,2021,2020,4,48,2,0,0,17.5,73.5,183,17.532909,73.536427,62.8675560083323
203.0,6,7,2021,2020,4,19,2,0,2,17.5,73.5,183,17.53873,73.52031,116.39024301194327
5091.0,12,2,2011,2010,4,40,3,0,0,17.6,73.8,97,17.607038,73.849168,28.211693003558413
204.0,28,10,2015,2010,4,23,2,0,3,17.6,73.5,172,17.551729,73.497896,53.779566062352956
203.0,24,10,2020,2020,4,39,2,0,3,17.7,73.8,93,17.708284,73.834768,42.2198598320922
203.0,10,11,2025,2020,4,19,2,0,3,17.5,73.5,183,17.546143,73.506083,64.6598598320922
203.0,29,12,2024,2020,4,12,1,0,0,17.6,73.5,172,17.551967,73.502684,57.4998598320922
204.0,4,7,2021,2020,4,19,1,0,2,17.5,73.5,183,17.540384,73.493123,116.38991398983532
203.0,22,3,2022,2020,4,12,2,0,1,17.5,73.5,183,17.540974,73.494322,64.3998598320922
1.0,21,7,2024,2020,4,31,2,0,2,17.4,73.8,41,17.372428,73.750837,20.313976101394235
207.0,31,9,2020,2020,4,52,2,0,3,17.7,73.8,93,17.734353,73.769738,38.138695949407705
261.0,20,11,2021,2020,4,31,3,0,3,17.6,73.8,97,17.615015,73.831846,43.04538887365389
203.0,24,2,2022,2020,4,26,2,0,0,17.6,73.5,172,17.577272,73.50174,67.4198598320922
204.0,28,7,2020,2020,4,19,2,0,2,17.5,73.5,183,17.543278,73.504461,159.5547139898353
191.0,30,12,2021,2020,4,39,2,0,0,17.4,73.7,69,17.411074,73.748889,24.143540035958868
203.0,4,11,2011,2010,4,26,2,0,3,17.6,73.5,172,17.562771,73.518666,55.019859832092195
203.0,21,2,2018,2010,1,13,2,1,0,17.5,73.5,183,17.537626,73.517727,53.2198598320922
5091.0,30,10,2019,2010,4,27,2,0,3,17.6,73.8,97,17.586945,73.8311,34.07169300355841
993.0,12,11,2020,2020,3,2,2,0,3,17.7,73.8,93,17.708373,73.843404,39.30373067810686
204.0,27,7,2020,2020,4,52,2,0,2,17.5,73.5,183,17.540641,73.517327,159.5547139898353
207.0,13,7,2021,2020,4,40,2,0,2,17.3,73.7,9,17.317445,73.694871,4.142539463336635
209.0,13,7,2022,2020,4,39,2,0,2,17.8,73.8,33,17.770277,73.752355,19.12749999381469
209.0,19,11,2020,2020,4,27,2,0,3,17.8,73.7,31,17.770277,73.72723,11.2781249944774
204.0,18,7,2019,2010,4,12,2,0,2,17.6,73.5,172,17.566005,73.514165,81.66991398983532
203.0,19,7,2025,2020,4,26,2,0,2,17.6,73.5,172,17.57808,73.492795,148.84784301194327
204.0,18,7,2024,2020,4,19,2,0,2,17.6,73.5,172,17.564695,73.503087,103.39791398983532
203.0,24,7,2022,2020,4,12,2,0,2,17.5,73.5,183,17.540346,73.491588,187.03984301194328
203.0,5,1,2015,2010,4,39,2,0,0,17.5,73.5,183,17.539807,73.535633,53.0398598320922
203.0,30,7,2022,2020,4,26,2,0,2,17.6,73.5,172,17.553284,73.494322,436.84464301194333
15.0,17,11,2015,2010,6,29,2,0,3,17.4,73.7,69,17.350017,73.680682,21.37616794108824
8.0,30,7,2020,2020,6,29,2,0,2,17.4,73.7,69,17.406677,73.727228,53.88392918088211
216.0,4,12,2020,2020,4,27,2,0,0,17.5,73.7,15,17.490481,73.652624,6.176181600894903
1601005.0,22,10,2023,2020,4,19,2,0,3,17.5,73.5,183,17.549036,73.496303,59.91700494499361
1405.0,8,4,2020,2020,4,39,2,0,1,17.6,73.5,172,17.559479,73.471785,65.39096184943875
208.0,13,3,2025,2020,4,19,2,0,1,17.8,73.7,31,17.757228,73.727684,9.858409573613454
203.0,16,7,2020,2020,4,12,2,0,2,17.5,73.5,183,17.541005,73.515473,159.55504301194324
203.0,18,12,2020,2020,3,2,2,0,0,17.7,73.8,93,17.707458,73.825517,43.7198598320922
1069.0,30,3,2020,2020,4,31,2,0,1,17.4,73.8,41,17.40097,73.758064,14.000924819931642
203.0,20,9,2022,2020,4,59,2,0,3,17.6,73.5,172,17.57326,73.497339,104.81985983209219
203.0,28,7,2025,2020,4,26,2,0,2,17.5,73.5,183,17.544429,73.488639,101.00144301194327
205.0,21,8,2011,2010,7,0,2,0,2,17.7,73.8,93,17.717222,73.808526,30.48558707362477
209.0,30,10,2025,2020,4,31,2,0,3,17.8,73.7,31,17.756934,73.72506,10.6581249944774
203.0,16,10,2022,2020,4,12,2,0,3,17.5,73.5,183,17.539771,73.503235,86.3798598320922
204.0,22,11,2024,2020,4,52,2,0,3,17.6,73.5,172,17.559712,73.493538,54.39956606235296
203.0,22,10,2020,2020,4,12,2,0,3,17.6,73.5,172,17.566736,73.519911,92.31985983209219
205.0,22,9,2022,2020,3,2,2,0,3,17.7,73.8,93,17.731604,73.819599,47.97927417287926
31.0,4,9,2022,2020,4,39,3,0,3,17.6,73.8,97,17.592706,73.831036,61.73742542152915
5321.0,22,7,2008,2000,4,12,2,0,2,17.5,73.5,183,17.534104,73.513185,61.9477961366775
203.0,20,7,2020,2020,4,19,2,0,2,17.5,73.5,183,17.542461,73.492325,159.55504301194324
203.0,19,7,2009,2000,4,36,2,0,2,17.5,73.5,183,17.544869,73.491634,60.99504301194326
203.0,1,7,2020,2020,4,36,2,0,2,17.6,73.5,172,17.575969,73.496511,306.8798430119433
203.0,12,9,2014,2010,4,36,2,0,3,17.6,73.5,172,17.569157,73.488817,54.3998598320922
206.0,19,11,2023,2020,4,12,2,0,3,17.7,73.8,93,17.742599,73.80646,33.87898414225377
217.0,30,9,2021,2020,4,36,2,0,3,17.4,73.7,69,17.406776,73.696018,22.095910698715702
203.0,30,10,2022,2020,4,12,2,0,3,17.6,73.5,172,17.564673,73.511157,102.7798598320922
203.0,29,7,2020,2020,4,19,1,0,2,17.6,73.5,172,17.575827,73.521329,306.8798430119433
191.0,22,7,2020,2020,4,39,2,0,2,17.4,73.7,69,17.399145,73.741634,53.47276484027395
203.0,29,10,2023,2020,4,12,2,0,3,17.5,73.5,183,17.538842,73.518766,60.13985983209219
298.0,24,7,2020,2020,0,14,2,0,2,17.7,73.8,93,17.705204,73.83169,119.72596747056492
645.0,27,7,2022,2020,0,45,1,0,2,17.7,73.8,93,17.710068,73.804682,141.21100084844187
203.0,22,11,2021,2020,4,26,2,0,3,17.5,73.5,183,17.542511,73.516673,63.41985983209219
203.0,19,7,2020,2020,4,26,2,0,2,17.6,73.5,172,17.552765,73.486871,306.8798430119433
204.0,28,4,2024,2020,4,19,2,0,1,17.6,73.5,172,17.565626,73.499722,49.33956606235296
203.0,31,1,2020,2020,4,12,2,0,0,17.6,73.5,172,17.570323,73.517258,58.119859832092196
203.0,21,9,2017,2010,4,19,2,0,3,17.6,73.5,172,17.562306,73.509172,53.23985983209219
31.0,24,10,2022,2020,4,31,2,0,3,17.6,73.8,97,17.584043,73.844033,63.05742542152915
203.0,22,3,2022,2020,4,39,2,0,1,17.4,73.7,69,17.437613,73.722168,27.599859832092193
2220.0,26,7,2021,2020,3,2,2,0,2,17.4,73.5,6,17.399535,73.524746,5.371162769272873
203.0,13,3,2019,2010,4,12,2,0,1,17.5,73.5,183,17.539217,73.524124,52.41985983209219
203.0,4,12,2020,2020,4,12,2,0,0,17.5,73.5,183,17.549921,73.491476,71.39985983209219
993.0,15,10,2022,2020,4,27,2,0,3,17.7,73.8,93,17.714055,73.813928,50.463730678106856
203.0,24,1,2025,2020,4,19,2,0,0,17.5,73.5,183,17.549667,73.493922,56.059859832092194
261.0,27,9,2024,2020,4,26,2,0,3,17.6,73.8,97,17.608201,73.849168,37.64538887365389
1081.0,28,7,2022,2020,4,39,2,0,2,17.6,73.5,172,17.572508,73.485406,436.75576515771365
203.0,19,7,2022,2020,4,56,2,0,2,17.6,73.5,172,17.566519,73.502778,436.84464301194333
203.0,29,7,2023,2020,4,26,2,0,2,17.5,73.5,183,17.544257,73.522702,92.78064301194327
8.0,8,7,2020,2020,4,27,2,0,2,17.7,73.8,93,17.727633,73.790353,120.16552918088213
209.0,24,7,2023,2020,4,31,2,0,2,17.8,73.8,33,17.770277,73.757849,14.356299993814691
209.0,18,3,2021,2020,4,27,2,0,1,17.8,73.7,31,17.756927,73.724519,12.258124994477402
203.0,22,7,2022,2020,4,37,2,0,2,17.6,73.5,172,17.564621,73.50013,436.84464301194333
31.0,18,7,2015,2010,4,43,2,0,2,17.6,73.8,97,17.59587,73.822874,47.01471647211266
5091.0,4,9,2020,2020,6,10,2,0,3,17.6,73.8,97,17.600671,73.849168,61.71169300355841
203.0,31,11,2020,2020,4,19,2,0,3,17.5,73.5,183,17.516389,73.53171,67.67985983209219
203.0,1,7,2017,2010,4,19,2,0,2,17.6,73.5,172,17.559429,73.507877,66.48304301194327
203.0,1,12,2021,2020,4,12,2,0,0,17.5,73.5,183,17.542694,73.493199,62.8998598320922
203.0,13,9,2022,2020,4,19,2,0,3,17.5,73.5,183,17.545267,73.495556,76.7998598320922
204.0,13,7,2022,2020,4,36,2,0,2,17.5,73.5,183,17.542877,73.50151,187.0395139898353
203.0,28,7,2025,2020,4,12,2,0,2,17.6,73.5,172,17.576861,73.497396,148.84784301194327
203.0,11,7,2020,2020,4,12,2,0,2,17.6,73.5,172,17.550092,73.485338,306.8798430119433
217.0,17,7,2019,2010,4,36,2,0,2,17.4,73.7,69,17.384317,73.684746,30.21301998256159
203.0,21,12,2022,2020,4,36,2,0,0,17.6,73.5,172,17.55158,73.509022,100.1198598320922
5091.0,18,7,2017,2010,4,31,2,0,2,17.6,73.8,97,17.619027,73.849168,43.021096163985426
203.0,29,7,2022,2020,4,40,2,0,2,17.5,73.8,9,17.517406,73.822255,7.526243011943259
205.0,25,3,2025,2020,4,39,2,0,1,17.7,73.8,93,17.742455,73.812702,34.05927417287925
209.0,19,9,2009,2000,4,39,2,0,3,17.8,73.7,31,17.76113,73.742563,9.8581249944774
207.0,10,11,2022,2020,3,24,2,0,3,17.4,73.6,6,17.414593,73.637788,2.8586959494077093
8.0,31,7,2020,2020,4,31,3,0,2,17.6,73.8,97,17.596767,73.845101,183.98312918088214
3887.0,23,7,2020,2020,6,10,2,0,2,17.7,73.8,93,17.714652,73.834517,119.61490376519346
1069.0,29,7,2022,2020,4,27,2,0,2,17.4,73.7,69,17.403966,73.726569,71.23303579832346
378.0,3,11,2021,2020,4,52,2,0,3,17.7,73.8,93,17.737036,73.81602,37.12594414054975
5452.0,13,6,2009,2000,4,31,2,0,2,17.7,73.8,93,17.735013,73.827799,30.340685678510166
203.0,25,7,2002,2000,4,19,2,0,2,17.6,73.5,172,17.577551,73.504706,56.64944301194327
209.0,22,7,2011,2010,4,27,2,0,2,17.8,73.7,31,17.770277,73.743375,11.937099993814691
203.0,18,7,2024,2020,4,36,2,0,2,17.5,73.5,183,17.549534,73.513381,84.62704301194327
216.0,30,9,2021,2020,4,48,2,0,3,17.5,73.6,12,17.472559,73.646916,5.3361816008949035
993.0,19,12,2020,2020,4,39,2,0,0,17.7,73.8,93,17.704245,73.81225,43.64373067810686
5452.0,28,10,2022,2020,6,10,2,0,3,17.7,73.8,93,17.74827,73.825245,50.40989792724121
203.0,18,7,2008,2000,4,26,2,0,2,17.5,73.5,183,17.542754,73.521398,62.09264301194327
1405.0,12,7,2020,2020,4,39,2,0,2,17.6,73.5,172,17.552168,73.455911,306.78027727137146
15.0,26,12,2024,2020,4,39,2,0,0,17.7,73.7,21,17.733302,73.748672,8.116167941088243
203.0,21,10,2022,2020,4,12,2,0,3,17.5,73.5,183,17.540416,73.512564,86.3798598320922
203.0,28,10,2022,2020,4,12,2,0,3,17.5,73.5,183,17.54187,73.508664,86.3798598320922
203.0,10,5,2014,2010,4,48,1,0,1,17.5,73.5,183,17.539749,73.510435,52.41985983209219
203.0,24,10,2015,2010,4,26,2,0,3,17.5,73.5,183,17.541568,73.506055,53.839859832092195
229.0,16,7,2021,2020,6,6,2,0,2,17.8,73.8,33,17.768216,73.750236,15.537515825919453
204.0,31,7,2020,2020,4,52,2,0,2,17.6,73.5,172,17.551123,73.503707,306.87951398983535
